_id,ags2,bundesland,datum,bl_inz,bl_inz_rate,bl_inz_fix,bl_inz_rate_fix
401,01,Schleswig-Holstein,2021-04-05,2003,68.8,1933,66.4
402,01,Schleswig-Holstein,2021-04-06,1851,63.6,1813,62.3
403,01,Schleswig-Holstein,2021-04-07,1874,64.4,1841,63.2
404,01,Schleswig-Holstein,2021-04-08,1914,65.8,1873,64.3
405,01,Schleswig-Holstein,2021-04-09,1947,66.9,1912,65.7
406,01,Schleswig-Holstein,2021-04-10,2107,72.4,2086,71.7
407,01,Schleswig-Holstein,2021-04-11,2106,72.3,2064,70.9
408,01,Schleswig-Holstein,2021-04-12,2102,72.2,2055,70.6
409,01,Schleswig-Holstein,2021-04-13,2320,79.7,2255,77.5
410,01,Schleswig-Holstein,2021-04-14,2281,78.4,2249,77.3
411,01,Schleswig-Holstein,2021-04-15,2227,76.5,2218,76.2
412,01,Schleswig-Holstein,2021-04-16,2161,74.2,2135,73.3
413,01,Schleswig-Holstein,2021-04-17,2124,73.0,2125,73.0
414,01,Schleswig-Holstein,2021-04-18,2128,73.1,2092,71.9
415,01,Schleswig-Holstein,2021-04-19,2132,73.2,2101,72.2
416,01,Schleswig-Holstein,2021-04-20,2123,72.9,2087,71.7
417,01,Schleswig-Holstein,2021-04-21,2127,73.1,2059,70.7
418,01,Schleswig-Holstein,2021-04-22,2148,73.8,2134,73.3
419,01,Schleswig-Holstein,2021-04-23,2195,75.4,2202,75.6
420,01,Schleswig-Holstein,2021-04-24,2202,75.6,2206,75.8
421,01,Schleswig-Holstein,2021-04-25,2144,73.7,2151,73.9
422,01,Schleswig-Holstein,2021-04-26,2108,72.4,2098,72.1
423,01,Schleswig-Holstein,2021-04-27,2064,70.9,2040,70.1
424,01,Schleswig-Holstein,2021-04-28,1969,67.6,1951,67.0
425,01,Schleswig-Holstein,2021-04-29,1871,64.3,1855,63.7
426,01,Schleswig-Holstein,2021-04-30,1802,61.9,1785,61.3
427,01,Schleswig-Holstein,2021-05-01,1711,58.8,1703,58.5
428,01,Schleswig-Holstein,2021-05-02,1688,58.0,1684,57.9
429,01,Schleswig-Holstein,2021-05-03,1678,57.6,1653,56.8
430,01,Schleswig-Holstein,2021-05-04,1599,54.9,1584,54.4
431,01,Schleswig-Holstein,2021-05-05,1610,55.3,1588,54.6
432,01,Schleswig-Holstein,2021-05-06,1567,53.8,1563,53.7
433,01,Schleswig-Holstein,2021-05-07,1527,52.5,1514,52.0
434,01,Schleswig-Holstein,2021-05-08,1498,51.5,1452,49.9
435,01,Schleswig-Holstein,2021-05-09,1514,52.0,1476,50.7
436,01,Schleswig-Holstein,2021-05-10,1486,51.0,1459,50.1
437,01,Schleswig-Holstein,2021-05-11,1434,49.3,1422,48.9
438,01,Schleswig-Holstein,2021-05-12,1351,46.4,1333,45.8
439,01,Schleswig-Holstein,2021-05-13,1276,43.8,1243,42.7
440,01,Schleswig-Holstein,2021-05-14,1148,39.4,1134,39.0
441,01,Schleswig-Holstein,2021-05-15,1087,37.3,1061,36.4
442,01,Schleswig-Holstein,2021-05-16,1038,35.7,1018,35.0
443,01,Schleswig-Holstein,2021-05-17,1000,34.4,968,33.3
444,01,Schleswig-Holstein,2021-05-18,965,33.2,941,32.3
445,01,Schleswig-Holstein,2021-05-19,930,31.9,913,31.4
446,01,Schleswig-Holstein,2021-05-20,895,30.7,880,30.2
447,01,Schleswig-Holstein,2021-05-21,956,32.8,956,32.8
448,01,Schleswig-Holstein,2021-05-22,906,31.1,916,31.5
449,01,Schleswig-Holstein,2021-05-23,881,30.3,881,30.3
450,01,Schleswig-Holstein,2021-05-24,863,29.6,869,29.9
451,01,Schleswig-Holstein,2021-05-25,714,24.5,702,24.1
452,01,Schleswig-Holstein,2021-05-26,647,22.2,632,21.7
453,01,Schleswig-Holstein,2021-05-27,614,21.1,600,20.6
454,01,Schleswig-Holstein,2021-05-28,554,19.0,550,18.9
455,01,Schleswig-Holstein,2021-05-29,525,18.0,520,17.9
456,01,Schleswig-Holstein,2021-05-30,532,18.3,525,18.0
457,01,Schleswig-Holstein,2021-05-31,508,17.5,495,17.0
458,01,Schleswig-Holstein,2021-06-01,520,17.9,522,17.9
459,01,Schleswig-Holstein,2021-06-02,497,17.1,493,16.9
460,01,Schleswig-Holstein,2021-06-03,466,16.0,458,15.7
461,01,Schleswig-Holstein,2021-06-04,416,14.3,396,13.6
462,01,Schleswig-Holstein,2021-06-05,385,13.2,362,12.4
463,01,Schleswig-Holstein,2021-06-06,357,12.3,345,11.9
464,01,Schleswig-Holstein,2021-06-07,334,11.5,319,11.0
465,01,Schleswig-Holstein,2021-06-08,326,11.2,305,10.5
466,01,Schleswig-Holstein,2021-06-09,297,10.2,287,9.9
467,01,Schleswig-Holstein,2021-06-10,285,9.8,273,9.4
468,01,Schleswig-Holstein,2021-06-11,272,9.3,275,9.4
469,01,Schleswig-Holstein,2021-06-12,265,9.1,266,9.1
470,01,Schleswig-Holstein,2021-06-13,256,8.8,257,8.8
471,01,Schleswig-Holstein,2021-06-14,239,8.2,235,8.1
472,01,Schleswig-Holstein,2021-06-15,205,7.0,203,7.0
473,01,Schleswig-Holstein,2021-06-16,177,6.1,173,5.9
474,01,Schleswig-Holstein,2021-06-17,163,5.6,160,5.5
475,01,Schleswig-Holstein,2021-06-18,151,5.2,146,5.0
476,01,Schleswig-Holstein,2021-06-19,133,4.6,131,4.5
477,01,Schleswig-Holstein,2021-06-20,135,4.6,127,4.4
478,01,Schleswig-Holstein,2021-06-21,140,4.8,137,4.7
479,01,Schleswig-Holstein,2021-06-22,135,4.6,131,4.5
480,01,Schleswig-Holstein,2021-06-23,118,4.1,115,4.0
481,01,Schleswig-Holstein,2021-06-24,106,3.6,104,3.6
482,01,Schleswig-Holstein,2021-06-25,97,3.3,96,3.3
483,01,Schleswig-Holstein,2021-06-26,98,3.4,96,3.3
484,01,Schleswig-Holstein,2021-06-27,95,3.3,95,3.3
485,01,Schleswig-Holstein,2021-06-28,96,3.3,97,3.3
486,01,Schleswig-Holstein,2021-06-29,95,3.3,95,3.3
487,01,Schleswig-Holstein,2021-06-30,94,3.2,97,3.3
488,01,Schleswig-Holstein,2021-07-01,96,3.3,100,3.4
489,01,Schleswig-Holstein,2021-07-02,99,3.4,100,3.4
490,01,Schleswig-Holstein,2021-07-03,106,3.6,103,3.5
491,01,Schleswig-Holstein,2021-07-04,108,3.7,106,3.6
492,01,Schleswig-Holstein,2021-07-05,102,3.5,102,3.5
493,01,Schleswig-Holstein,2021-07-06,101,3.5,95,3.3
494,01,Schleswig-Holstein,2021-07-07,115,4.0,112,3.8
495,01,Schleswig-Holstein,2021-07-08,118,4.1,119,4.1
496,01,Schleswig-Holstein,2021-07-09,116,4.0,114,3.9
497,01,Schleswig-Holstein,2021-07-10,116,4.0,111,3.8
498,01,Schleswig-Holstein,2021-07-11,118,4.1,118,4.1
499,01,Schleswig-Holstein,2021-07-12,123,4.2,116,4.0
500,01,Schleswig-Holstein,2021-07-13,151,5.2,144,4.9
501,01,Schleswig-Holstein,2021-07-14,164,5.6,165,5.7
502,01,Schleswig-Holstein,2021-07-15,188,6.5,181,6.2
503,01,Schleswig-Holstein,2021-07-16,229,7.9,223,7.7
504,01,Schleswig-Holstein,2021-07-17,240,8.2,231,7.9
505,01,Schleswig-Holstein,2021-07-18,252,8.7,257,8.8
506,01,Schleswig-Holstein,2021-07-19,275,9.4,275,9.4
507,01,Schleswig-Holstein,2021-07-20,296,10.2,289,9.9
508,01,Schleswig-Holstein,2021-07-21,310,10.6,307,10.5
509,01,Schleswig-Holstein,2021-07-22,361,12.4,339,11.6
510,01,Schleswig-Holstein,2021-07-23,379,13.0,370,12.7
511,01,Schleswig-Holstein,2021-07-24,430,14.8,405,13.9
512,01,Schleswig-Holstein,2021-07-25,434,14.9,419,14.4
513,01,Schleswig-Holstein,2021-07-26,487,16.7,479,16.5
514,01,Schleswig-Holstein,2021-07-27,542,18.6,527,18.1
515,01,Schleswig-Holstein,2021-07-28,617,21.2,589,20.2
516,01,Schleswig-Holstein,2021-07-29,628,21.6,615,21.1
517,01,Schleswig-Holstein,2021-07-30,686,23.6,688,23.6
518,01,Schleswig-Holstein,2021-07-31,683,23.5,673,23.1
519,01,Schleswig-Holstein,2021-08-01,696,23.9,689,23.7
520,01,Schleswig-Holstein,2021-08-02,718,24.7,712,24.5
521,01,Schleswig-Holstein,2021-08-03,815,28.0,800,27.5
522,01,Schleswig-Holstein,2021-08-04,889,30.5,883,30.3
523,01,Schleswig-Holstein,2021-08-05,1025,35.2,1012,34.8
524,01,Schleswig-Holstein,2021-08-06,1133,38.9,1115,38.3
525,01,Schleswig-Holstein,2021-08-07,1199,41.2,1184,40.7
526,01,Schleswig-Holstein,2021-08-08,1250,42.9,1228,42.2
527,01,Schleswig-Holstein,2021-08-09,1302,44.7,1282,44.0
528,01,Schleswig-Holstein,2021-08-10,1353,46.5,1348,46.3
529,01,Schleswig-Holstein,2021-08-11,1408,48.4,1409,48.4
530,01,Schleswig-Holstein,2021-08-12,1392,47.8,1388,47.7
531,01,Schleswig-Holstein,2021-08-13,1414,48.6,1384,47.5
532,01,Schleswig-Holstein,2021-08-14,1439,49.4,1413,48.5
533,01,Schleswig-Holstein,2021-08-15,1468,50.4,1421,48.8
534,01,Schleswig-Holstein,2021-08-16,1464,50.3,1449,49.8
535,01,Schleswig-Holstein,2021-08-17,1486,51.0,1466,50.4
536,01,Schleswig-Holstein,2021-08-18,1538,52.8,1487,51.1
537,01,Schleswig-Holstein,2021-08-19,1519,52.2,1451,49.8
538,01,Schleswig-Holstein,2021-08-20,1477,50.7,1419,48.7
539,01,Schleswig-Holstein,2021-08-21,1465,50.3,1440,49.5
540,01,Schleswig-Holstein,2021-08-22,1429,49.1,1410,48.4
541,01,Schleswig-Holstein,2021-08-23,1445,49.6,1398,48.0
542,01,Schleswig-Holstein,2021-08-24,1447,49.7,1419,48.7
543,01,Schleswig-Holstein,2021-08-25,1386,47.6,1373,47.2
544,01,Schleswig-Holstein,2021-08-26,1396,48.0,1377,47.3
545,01,Schleswig-Holstein,2021-08-27,1389,47.7,1372,47.1
546,01,Schleswig-Holstein,2021-08-28,1412,48.5,1392,47.8
547,01,Schleswig-Holstein,2021-08-29,1409,48.4,1392,47.8
548,01,Schleswig-Holstein,2021-08-30,1394,47.9,1370,47.1
549,01,Schleswig-Holstein,2021-08-31,1405,48.3,1387,47.6
550,01,Schleswig-Holstein,2021-09-01,1459,50.1,1440,49.5
551,01,Schleswig-Holstein,2021-09-02,1459,50.1,1438,49.4
552,01,Schleswig-Holstein,2021-09-03,1489,51.2,1440,49.5
553,01,Schleswig-Holstein,2021-09-04,1508,51.8,1495,51.4
554,01,Schleswig-Holstein,2021-09-05,1492,51.3,1470,50.5
555,01,Schleswig-Holstein,2021-09-06,1500,51.5,1478,50.8
556,01,Schleswig-Holstein,2021-09-07,1449,49.8,1429,49.1
557,01,Schleswig-Holstein,2021-09-08,1383,47.5,1374,47.2
558,01,Schleswig-Holstein,2021-09-09,1372,47.1,1364,46.9
559,01,Schleswig-Holstein,2021-09-10,1312,45.1,1299,44.6
560,01,Schleswig-Holstein,2021-09-11,1268,43.6,1260,43.3
561,01,Schleswig-Holstein,2021-09-12,1277,43.9,1255,43.1
562,01,Schleswig-Holstein,2021-09-13,1249,42.9,1232,42.3
563,01,Schleswig-Holstein,2021-09-14,1199,41.2,1179,40.5
564,01,Schleswig-Holstein,2021-09-15,1197,41.1,1171,40.2
565,01,Schleswig-Holstein,2021-09-16,1182,40.6,1175,40.4
566,01,Schleswig-Holstein,2021-09-17,1159,39.8,1154,39.6
567,01,Schleswig-Holstein,2021-09-18,1089,37.4,1097,37.7
568,01,Schleswig-Holstein,2021-09-19,1060,36.4,1055,36.2
569,01,Schleswig-Holstein,2021-09-20,1004,34.5,1001,34.4
570,01,Schleswig-Holstein,2021-09-21,1011,34.7,1004,34.5
571,01,Schleswig-Holstein,2021-09-22,958,32.9,956,32.8
572,01,Schleswig-Holstein,2021-09-23,918,31.5,912,31.3
573,01,Schleswig-Holstein,2021-09-24,916,31.5,894,30.7
574,01,Schleswig-Holstein,2021-09-25,909,31.2,884,30.4
575,01,Schleswig-Holstein,2021-09-26,891,30.6,881,30.3
576,01,Schleswig-Holstein,2021-09-27,898,30.8,880,30.2
577,01,Schleswig-Holstein,2021-09-28,899,30.9,892,30.6
578,01,Schleswig-Holstein,2021-09-29,867,29.8,851,29.2
579,01,Schleswig-Holstein,2021-09-30,872,30.0,846,29.1
580,01,Schleswig-Holstein,2021-10-01,852,29.3,834,28.7
581,01,Schleswig-Holstein,2021-10-02,829,28.5,818,28.1
582,01,Schleswig-Holstein,2021-10-03,847,29.1,834,28.7
583,01,Schleswig-Holstein,2021-10-04,859,29.5,841,28.9
584,01,Schleswig-Holstein,2021-10-05,835,28.7,816,28.0
585,01,Schleswig-Holstein,2021-10-06,819,28.1,809,27.8
586,01,Schleswig-Holstein,2021-10-07,796,27.3,792,27.2
587,01,Schleswig-Holstein,2021-10-08,801,27.5,792,27.2
588,01,Schleswig-Holstein,2021-10-09,824,28.3,790,27.1
589,01,Schleswig-Holstein,2021-10-10,817,28.1,801,27.5
590,01,Schleswig-Holstein,2021-10-11,814,28.0,808,27.8
591,01,Schleswig-Holstein,2021-10-12,767,26.3,742,25.5
592,01,Schleswig-Holstein,2021-10-13,802,27.6,788,27.1
593,01,Schleswig-Holstein,2021-10-14,809,27.8,809,27.8
594,01,Schleswig-Holstein,2021-10-15,806,27.7,790,27.1
595,01,Schleswig-Holstein,2021-10-16,841,28.9,813,27.9
596,01,Schleswig-Holstein,2021-10-17,850,29.2,825,28.3
597,01,Schleswig-Holstein,2021-10-18,985,33.8,950,32.6
598,01,Schleswig-Holstein,2021-10-19,1194,41.0,1139,39.1
599,01,Schleswig-Holstein,2021-10-20,1337,45.9,1307,44.9
600,01,Schleswig-Holstein,2021-10-21,1463,50.3,1416,48.6
601,01,Schleswig-Holstein,2021-10-22,1600,55.0,1526,52.4
602,01,Schleswig-Holstein,2021-10-23,1688,58.0,1647,56.6
603,01,Schleswig-Holstein,2021-10-24,1726,59.3,1678,57.6
604,01,Schleswig-Holstein,2021-10-25,1732,59.5,1688,58.0
605,01,Schleswig-Holstein,2021-10-26,1833,63.0,1801,61.9
606,01,Schleswig-Holstein,2021-10-27,1869,64.2,1842,63.3
607,01,Schleswig-Holstein,2021-10-28,1969,67.6,1945,66.8
608,01,Schleswig-Holstein,2021-10-29,2033,69.8,2016,69.3
609,01,Schleswig-Holstein,2021-10-30,2097,72.0,2027,69.6
610,01,Schleswig-Holstein,2021-10-31,2127,73.1,2063,70.9
611,01,Schleswig-Holstein,2021-11-01,2093,71.9,2055,70.6
612,01,Schleswig-Holstein,2021-11-02,2106,72.3,2075,71.3
613,01,Schleswig-Holstein,2021-11-03,2144,73.7,2073,71.2
614,01,Schleswig-Holstein,2021-11-04,2142,73.6,2126,73.0
615,01,Schleswig-Holstein,2021-11-05,2234,76.7,2206,75.8
616,01,Schleswig-Holstein,2021-11-06,2217,76.2,2187,75.1
617,01,Schleswig-Holstein,2021-11-07,2235,76.8,2197,75.5
618,01,Schleswig-Holstein,2021-11-08,2319,79.7,2241,77.0
619,01,Schleswig-Holstein,2021-11-09,2462,84.6,2392,82.2
620,01,Schleswig-Holstein,2021-11-10,2639,90.7,2601,89.4
621,01,Schleswig-Holstein,2021-11-11,2781,95.5,2733,93.9
622,01,Schleswig-Holstein,2021-11-12,2817,96.8,2779,95.5
623,01,Schleswig-Holstein,2021-11-13,2949,101.3,2850,97.9
624,01,Schleswig-Holstein,2021-11-14,2985,102.5,2865,98.4
625,01,Schleswig-Holstein,2021-11-15,3125,107.4,3062,105.2
626,01,Schleswig-Holstein,2021-11-16,3181,109.3,3119,107.1
627,01,Schleswig-Holstein,2021-11-17,3461,118.9,3380,116.1
628,01,Schleswig-Holstein,2021-11-18,3639,125.0,3578,122.9
629,01,Schleswig-Holstein,2021-11-19,3949,135.7,3911,134.4
630,01,Schleswig-Holstein,2021-11-20,3991,137.1,3917,134.6
631,01,Schleswig-Holstein,2021-11-21,4038,138.7,3958,136.0
632,01,Schleswig-Holstein,2021-11-22,4240,145.7,4206,144.5
633,01,Schleswig-Holstein,2021-11-23,4402,151.2,4330,148.8
634,01,Schleswig-Holstein,2021-11-24,4436,152.4,4444,152.7
635,01,Schleswig-Holstein,2021-11-25,4490,154.2,4449,152.8
636,01,Schleswig-Holstein,2021-11-26,4452,152.9,4372,150.2
637,01,Schleswig-Holstein,2021-11-27,4561,156.7,4390,150.8
638,01,Schleswig-Holstein,2021-11-28,4547,156.2,4404,151.3
639,01,Schleswig-Holstein,2021-11-29,4471,153.6,4368,150.1
640,01,Schleswig-Holstein,2021-11-30,4521,155.3,4457,153.1
641,01,Schleswig-Holstein,2021-12-01,4473,153.7,4434,152.3
642,01,Schleswig-Holstein,2021-12-02,4446,152.7,4399,151.1
643,01,Schleswig-Holstein,2021-12-03,4394,151.0,4335,148.9
644,01,Schleswig-Holstein,2021-12-04,4224,145.1,4137,142.1
645,01,Schleswig-Holstein,2021-12-05,4262,146.4,4185,143.8
646,01,Schleswig-Holstein,2021-12-06,4372,150.2,4276,146.9
647,01,Schleswig-Holstein,2021-12-07,4450,152.9,4329,148.7
648,01,Schleswig-Holstein,2021-12-08,4494,154.4,4436,152.4
649,01,Schleswig-Holstein,2021-12-09,4604,158.2,4566,156.9
650,01,Schleswig-Holstein,2021-12-10,4657,160.0,4595,157.9
651,01,Schleswig-Holstein,2021-12-11,4802,165.0,4736,162.7
652,01,Schleswig-Holstein,2021-12-12,4760,163.5,4728,162.4
653,01,Schleswig-Holstein,2021-12-13,4686,161.0,4669,160.4
654,01,Schleswig-Holstein,2021-12-14,4722,162.2,4682,160.8
655,01,Schleswig-Holstein,2021-12-15,4752,163.2,4753,163.3
656,01,Schleswig-Holstein,2021-12-16,4788,164.5,4810,165.2
657,01,Schleswig-Holstein,2021-12-17,4907,168.6,4856,166.8
658,01,Schleswig-Holstein,2021-12-18,4933,169.5,4881,167.7
659,01,Schleswig-Holstein,2021-12-19,4982,171.2,4901,168.4
660,01,Schleswig-Holstein,2021-12-20,4981,171.1,4876,167.5
661,01,Schleswig-Holstein,2021-12-21,4936,169.6,4846,166.5
662,01,Schleswig-Holstein,2021-12-22,4784,164.3,4750,163.2
663,01,Schleswig-Holstein,2021-12-23,4808,165.2,4767,163.8
664,01,Schleswig-Holstein,2021-12-24,4399,151.1,4376,150.3
665,01,Schleswig-Holstein,2021-12-25,4219,144.9,4102,140.9
666,01,Schleswig-Holstein,2021-12-26,4291,147.4,4262,146.4
667,01,Schleswig-Holstein,2021-12-27,4419,151.8,4407,151.4
668,01,Schleswig-Holstein,2021-12-28,4707,161.7,4601,158.1
669,01,Schleswig-Holstein,2021-12-29,5402,185.6,5293,181.8
670,01,Schleswig-Holstein,2021-12-30,6504,223.4,6093,209.3
671,01,Schleswig-Holstein,2021-12-31,7581,260.4,6522,224.1
672,01,Schleswig-Holstein,2022-01-01,8178,280.9,6808,233.9
673,01,Schleswig-Holstein,2022-01-02,8844,303.8,7112,244.3
674,01,Schleswig-Holstein,2022-01-03,9965,342.3,8613,295.9
675,01,Schleswig-Holstein,2022-01-04,11597,398.4,10270,352.8
676,01,Schleswig-Holstein,2022-01-05,13213,453.9,11803,405.5
677,01,Schleswig-Holstein,2022-01-06,15098,518.7,13335,458.1
678,01,Schleswig-Holstein,2022-01-07,16989,583.6,15352,527.4
679,01,Schleswig-Holstein,2022-01-08,17386,597.3,15627,536.8
680,01,Schleswig-Holstein,2022-01-09,17651,606.4,15416,529.6
681,01,Schleswig-Holstein,2022-01-10,18554,637.4,17096,587.3
682,01,Schleswig-Holstein,2022-01-11,19715,677.3,18426,633.0
683,01,Schleswig-Holstein,2022-01-12,19990,686.7,19083,655.6
684,01,Schleswig-Holstein,2022-01-13,20024,687.9,19355,664.9
685,01,Schleswig-Holstein,2022-01-14,20131,691.6,19209,659.9
686,01,Schleswig-Holstein,2022-01-15,21309,732.0,19374,665.6
687,01,Schleswig-Holstein,2022-01-16,22061,757.9,19830,681.2
688,01,Schleswig-Holstein,2022-01-17,22592,776.1,20855,716.5
689,01,Schleswig-Holstein,2022-01-18,23861,819.7,22500,773.0
690,01,Schleswig-Holstein,2022-01-19,25135,863.5,24640,846.5
691,01,Schleswig-Holstein,2022-01-20,26249,901.8,26106,896.8
692,01,Schleswig-Holstein,2022-01-21,27574,947.3,27227,935.4
693,01,Schleswig-Holstein,2022-01-22,27894,958.3,26910,924.5
694,01,Schleswig-Holstein,2022-01-23,28609,982.8,26769,919.6
695,01,Schleswig-Holstein,2022-01-24,29624,1017.7,27488,944.3
696,01,Schleswig-Holstein,2022-01-25,30205,1037.7,27983,961.3
697,01,Schleswig-Holstein,2022-01-26,30529,1048.8,29398,1009.9
698,01,Schleswig-Holstein,2022-01-27,30482,1047.2,29781,1023.1
699,01,Schleswig-Holstein,2022-01-28,29635,1018.1,28902,992.9
700,01,Schleswig-Holstein,2022-01-29,29694,1020.1,27656,950.1
701,01,Schleswig-Holstein,2022-01-30,28530,980.1,26050,894.9
702,01,Schleswig-Holstein,2022-01-31,27886,958.0,26771,919.7
703,01,Schleswig-Holstein,2022-02-01,26887,923.7,26058,895.2
704,01,Schleswig-Holstein,2022-02-02,26961,926.2,26181,899.4
705,01,Schleswig-Holstein,2022-02-03,27236,935.7,26441,908.4
706,01,Schleswig-Holstein,2022-02-04,27425,942.2,26643,915.3
707,01,Schleswig-Holstein,2022-02-05,26854,922.5,25416,873.1
708,01,Schleswig-Holstein,2022-02-06,26551,912.1,24942,856.9
709,01,Schleswig-Holstein,2022-02-07,26316,904.1,25301,869.2
710,01,Schleswig-Holstein,2022-02-08,26513,910.8,25785,885.8
711,01,Schleswig-Holstein,2022-02-09,25761,885.0,25123,863.1
712,01,Schleswig-Holstein,2022-02-10,24482,841.1,23993,824.3
713,01,Schleswig-Holstein,2022-02-11,23524,808.1,23053,792.0
714,01,Schleswig-Holstein,2022-02-12,23119,794.2,22100,759.2
715,01,Schleswig-Holstein,2022-02-13,23094,793.4,21924,753.2
716,01,Schleswig-Holstein,2022-02-14,22957,788.7,21995,755.6
717,01,Schleswig-Holstein,2022-02-15,22530,774.0,22008,756.1
718,01,Schleswig-Holstein,2022-02-16,22393,769.3,21833,750.0
719,01,Schleswig-Holstein,2022-02-17,22376,768.7,21956,754.3
720,01,Schleswig-Holstein,2022-02-18,22737,781.1,22368,768.4
721,01,Schleswig-Holstein,2022-02-19,23082,793.0,22347,767.7
722,01,Schleswig-Holstein,2022-02-20,23058,792.1,22182,762.0
723,01,Schleswig-Holstein,2022-02-21,23460,805.9,22436,770.8
724,01,Schleswig-Holstein,2022-02-22,24541,843.1,23420,804.6
725,01,Schleswig-Holstein,2022-02-23,25245,867.3,24728,849.5
726,01,Schleswig-Holstein,2022-02-24,25936,891.0,25544,877.5
727,01,Schleswig-Holstein,2022-02-25,26406,907.1,25716,883.4
728,01,Schleswig-Holstein,2022-02-26,25688,882.5,24858,854.0
729,01,Schleswig-Holstein,2022-02-27,25211,866.1,24272,833.8
730,01,Schleswig-Holstein,2022-02-28,26780,920.0,25529,877.0
731,01,Schleswig-Holstein,2022-03-01,27279,937.1,26563,912.5
732,01,Schleswig-Holstein,2022-03-02,28122,966.1,27396,941.2
733,01,Schleswig-Holstein,2022-03-03,28215,969.3,27798,955.0
734,01,Schleswig-Holstein,2022-03-04,28952,994.6,28285,971.7
735,01,Schleswig-Holstein,2022-03-05,29009,996.6,28054,963.8
736,01,Schleswig-Holstein,2022-03-06,28909,993.1,27779,954.3
737,01,Schleswig-Holstein,2022-03-07,30268,1039.8,29312,1007.0
738,01,Schleswig-Holstein,2022-03-08,30943,1063.0,29711,1020.7
739,01,Schleswig-Holstein,2022-03-09,32406,1113.3,31055,1066.9
740,01,Schleswig-Holstein,2022-03-10,34523,1186.0,33642,1155.7
741,01,Schleswig-Holstein,2022-03-11,36700,1260.8,35381,1215.5
742,01,Schleswig-Holstein,2022-03-12,38897,1336.3,36716,1261.3
743,01,Schleswig-Holstein,2022-03-13,40771,1400.6,38323,1316.5
744,01,Schleswig-Holstein,2022-03-14,41177,1414.6,39052,1341.6
745,01,Schleswig-Holstein,2022-03-15,43715,1501.8,41373,1421.3
746,01,Schleswig-Holstein,2022-03-16,45485,1562.6,42939,1475.1
747,01,Schleswig-Holstein,2022-03-17,47247,1623.1,44207,1518.7
748,01,Schleswig-Holstein,2022-03-18,48140,1653.8,45099,1549.3
749,01,Schleswig-Holstein,2022-03-19,48515,1666.7,44701,1535.7
750,01,Schleswig-Holstein,2022-03-20,49131,1687.8,44706,1535.8
751,01,Schleswig-Holstein,2022-03-21,49722,1708.1,45142,1550.8
752,01,Schleswig-Holstein,2022-03-22,50783,1744.6,45381,1559.0
753,01,Schleswig-Holstein,2022-03-23,50562,1737.0,45430,1560.7
754,01,Schleswig-Holstein,2022-03-24,50433,1732.6,45834,1574.6
755,01,Schleswig-Holstein,2022-03-25,49930,1715.3,45491,1562.8
756,01,Schleswig-Holstein,2022-03-26,49623,1704.7,44038,1512.9
757,01,Schleswig-Holstein,2022-03-27,48363,1661.5,42296,1453.0
758,01,Schleswig-Holstein,2022-03-28,48286,1658.8,43383,1490.4
759,01,Schleswig-Holstein,2022-03-29,47226,1622.4,43046,1478.8
760,01,Schleswig-Holstein,2022-03-30,47515,1632.3,43999,1511.5
761,01,Schleswig-Holstein,2022-03-31,46325,1591.4,42743,1468.4
762,01,Schleswig-Holstein,2022-04-01,44678,1534.9,42092,1446.0
763,01,Schleswig-Holstein,2022-04-02,43056,1479.1,39851,1369.0
764,01,Schleswig-Holstein,2022-04-03,42800,1470.3,38985,1339.3
765,01,Schleswig-Holstein,2022-04-04,41680,1431.9,39057,1341.8
766,01,Schleswig-Holstein,2022-04-05,39633,1361.5,37559,1290.3
767,01,Schleswig-Holstein,2022-04-06,36795,1264.1,34297,1178.2
768,01,Schleswig-Holstein,2022-04-07,35522,1220.3,34022,1168.8
769,01,Schleswig-Holstein,2022-04-08,35260,1211.3,33558,1152.8
770,01,Schleswig-Holstein,2022-04-09,35617,1223.6,33194,1140.3
771,01,Schleswig-Holstein,2022-04-10,35223,1210.0,32324,1110.5
772,01,Schleswig-Holstein,2022-04-11,35904,1233.4,33452,1149.2
773,01,Schleswig-Holstein,2022-04-12,35343,1214.2,33049,1135.4
774,01,Schleswig-Holstein,2022-04-13,35395,1216.0,32959,1132.3
775,01,Schleswig-Holstein,2022-04-14,36177,1242.8,33615,1154.8
776,01,Schleswig-Holstein,2022-04-15,32654,1121.8,29547,1015.1
777,01,Schleswig-Holstein,2022-04-16,31162,1070.5,27751,953.4
778,01,Schleswig-Holstein,2022-04-17,31229,1072.8,27243,935.9
779,01,Schleswig-Holstein,2022-04-18,25595,879.3,21187,727.9
780,01,Schleswig-Holstein,2022-04-19,29058,998.3,24786,851.5
781,01,Schleswig-Holstein,2022-04-20,32523,1117.3,28561,981.2
782,01,Schleswig-Holstein,2022-04-21,33570,1153.3,28609,982.8
783,01,Schleswig-Holstein,2022-04-22,37355,1283.3,33321,1144.7
784,01,Schleswig-Holstein,2022-04-23,38140,1310.3,33529,1151.9
785,01,Schleswig-Holstein,2022-04-24,37706,1295.3,32794,1126.6
786,01,Schleswig-Holstein,2022-04-25,43871,1507.1,39212,1347.1
787,01,Schleswig-Holstein,2022-04-26,40443,1389.4,36316,1247.6
788,01,Schleswig-Holstein,2022-04-27,36153,1242.0,32399,1113.0
789,01,Schleswig-Holstein,2022-04-28,33183,1140.0,30010,1031.0
790,01,Schleswig-Holstein,2022-04-29,31210,1072.2,28693,985.7
